"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count"
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",dns-packet:1.3.1,/root/temp2/druid/web-console/package-lock.json?dns-packet,"","","","",pkg:npm/dns-packet@1.3.1,"",1745,"",This affects the package `dns-packet` before versions 1.3.2 and 5.2.2. It creates buffers with allocUnsafe and does not always fill them before forming network packets. This can expose internal application memory over unencrypted network when querying crafted invalid domain names.,NPM,"","","","","","",HIGHEST,3
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",glob-parent:5.1.2,/root/temp2/druid/web-console/package-lock.json?glob-parent,"","","","",pkg:npm/glob-parent@5.1.2,"",1751,"",`glob-parent` before 5.1.2 has a regular expression denial of service vulnerability. The enclosure regex used to check for strings ending in enclosure containing path separator.,NPM,"","","","","","",HIGHEST,3
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",google-oauth-client-1.26.0.jar,/root/.m2/repository/com/google/oauth-client/google-oauth-client/1.26.0/google-oauth-client-1.26.0.jar,"Google OAuth Client Library for Java. Functionality that works on all supported Java platforms,     including Java 6 (or higher) desktop (SE) and web (EE), Android, and Google App Engine.",http://www.apache.org/licenses/LICENSE-2.0.txt,cb8d29aaead719e62789a3af91cae67b,a4efb7949a9176e2313a98ab5419173939c9ae1b,pkg:maven/com.google.oauth-client/google-oauth-client@1.26.0,cpe:2.3:a:google:oauth_client_library_for_java:1.26.0:*:*:*:*:*:*:*,CVE-2020-7692,CWE-862 Missing Authorization,"PKCE support is not implemented in accordance with the RFC for OAuth 2.0 for Native Apps. Without the use of PKCE, the authorization code returned by an authorization server is not enough to guarantee that the client that issued the initial authorization request is the one that will be authorized. An attacker is able to obtain the authorization code using a malicious app on the client-side and use it to gain authorization to the protected resource. This affects the package com.google.oauth-client:google-oauth-client before 1.31.0.",NVD,MEDIUM,6.4,/AV:N/AC:L/Au:N/C:P/I:P/A:N,CRITICAL,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,HIGH,37
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",guava-16.0.1.jar,/root/.m2/repository/com/google/guava/guava/16.0.1/guava-16.0.1.jar,"Guava is a suite of core and expanded libraries that include     utility classes, google's collections, io classes, and much     much more.      Guava has only one code dependency - javax.annotation,     per the JSR-305 spec.",http://www.apache.org/licenses/LICENSE-2.0.txt,a68693df58191585d9af914cfbe6067a,5fa98cd1a63c99a44dd8d3b77e4762b066a5d0c5,pkg:maven/com.google.guava/guava@16.0.1,cpe:2.3:a:google:guava:16.0.1:*:*:*:*:*:*:*,CVE-2018-10237,CWE-770 Allocation of Resources Without Limits or Throttling,"Unbounded memory allocation in Google Guava 11.0 through 24.x before 24.1.1 allows remote attackers to conduct denial of service attacks against servers that depend on this library and deserialize attacker-provided data, because the AtomicDoubleArray class (when serialized with Java serialization) and the CompoundOrdering class (when serialized with GWT serialization) perform eager allocation without appropriate checks on what a client has sent and whether the data size is reasonable.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:N/A:P,MEDIUM,5.9,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,21
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",guava-16.0.1.jar,/root/.m2/repository/com/google/guava/guava/16.0.1/guava-16.0.1.jar,"Guava is a suite of core and expanded libraries that include     utility classes, google's collections, io classes, and much     much more.      Guava has only one code dependency - javax.annotation,     per the JSR-305 spec.",http://www.apache.org/licenses/LICENSE-2.0.txt,a68693df58191585d9af914cfbe6067a,5fa98cd1a63c99a44dd8d3b77e4762b066a5d0c5,pkg:maven/com.google.guava/guava@16.0.1,cpe:2.3:a:google:guava:16.0.1:*:*:*:*:*:*:*,CVE-2020-8908,CWE-732 Incorrect Permission Assignment for Critical Resource,"A temp directory creation vulnerability exists in all versions of Guava, allowing an attacker with access to the machine to potentially access data in a temporary directory created by the Guava API com.google.common.io.Files.createTempDir(). By default, on unix-like systems, the created directory is world-readable (readable by an attacker with access to the system). The method in question has been marked @Deprecated in versions 30.0 and later and should not be used. For Android developers, we recommend choosing a temporary directory API provided by Android, such as context.getCacheDir(). For other Java developers, we recommend migrating to the Java 7 API java.nio.file.Files.createTempDirectory() which explicitly configures permissions of 700, or configuring the Java runtime's java.io.tmpdir system property to point to a location whose permissions are appropriately configured.",NVD,LOW,2.1,/AV:L/AC:L/Au:N/C:P/I:N/A:N,LOW,3.3,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,HIGH,21
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",hadoop-yarn-server-common-2.8.5.jar,/root/.m2/repository/org/apache/hadoop/hadoop-yarn-server-common/2.8.5/hadoop-yarn-server-common-2.8.5.jar,"","",ddee9cf705795c48813445298d6aff2e,bcfe2a6fb2d7a1674c1058e97c943cdbe43c3d71,pkg:maven/org.apache.hadoop/hadoop-yarn-server-common@2.8.5,cpe:2.3:a:apache:hadoop:2.8.5:*:*:*:*:*:*:*,CVE-2018-11765,CWE-287 Improper Authentication,"In Apache Hadoop versions 3.0.0-alpha2 to 3.0.0, 2.9.0 to 2.9.2, 2.8.0 to 2.8.5, any users can access some servlets without authentication when Kerberos authentication is enabled and SPNEGO through HTTP is not enabled.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,29
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",hadoop-yarn-server-common-2.8.5.jar,/root/.m2/repository/org/apache/hadoop/hadoop-yarn-server-common/2.8.5/hadoop-yarn-server-common-2.8.5.jar,"","",ddee9cf705795c48813445298d6aff2e,bcfe2a6fb2d7a1674c1058e97c943cdbe43c3d71,pkg:maven/org.apache.hadoop/hadoop-yarn-server-common@2.8.5,cpe:2.3:a:apache:hadoop:2.8.5:*:*:*:*:*:*:*,CVE-2020-9492,CWE-269 Improper Privilege Management,"In Apache Hadoop 3.2.0 to 3.2.1, 3.0.0-alpha1 to 3.1.3, and 2.0.0-alpha to 2.10.0, WebHDFS client might send SPNEGO authorization header to remote URL without proper verification.",NVD,MEDIUM,6.5,/AV:N/AC:L/Au:S/C:P/I:P/A:P,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,HIGH,29
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",hibernate-validator-5.2.5.Final.jar,/root/.m2/repository/org/hibernate/hibernate-validator/5.2.5.Final/hibernate-validator-5.2.5.Final.jar,Hibernate's Bean Validation (JSR-303) reference implementation.,http://www.apache.org/licenses/LICENSE-2.0.txt,6490a9264c3e4764bd5c4a2669faaad7,c7e539ab701705d82276a599cb1ba222e1433bd8,pkg:maven/org.hibernate/hibernate-validator@5.2.5.Final,"cpe:2.3:a:hibernate:hibernate-validator:5.2.5:*:*:*:*:*:*:*, cpe:2.3:a:redhat:hibernate_validator:5.2.5:*:*:*:*:*:*:*",CVE-2017-7536,CWE-470 Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),"In Hibernate Validator 5.2.x before 5.2.5 final, 5.3.x, and 5.4.x, it was found that when the security manager's reflective permissions, which allows it to access the private members of the class, are granted to Hibernate Validator, a potential privilege escalation can occur. By allowing the calling code to access those private members without the permission an attacker may be able to validate an invalid instance and access the private member value via ConstraintViolation#getInvalidValue().",NVD,MEDIUM,4.4,/AV:L/AC:M/Au:N/C:P/I:P/A:P,HIGH,7.0,CVSS:3.0/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,HIGH,35
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",hibernate-validator-5.2.5.Final.jar,/root/.m2/repository/org/hibernate/hibernate-validator/5.2.5.Final/hibernate-validator-5.2.5.Final.jar,Hibernate's Bean Validation (JSR-303) reference implementation.,http://www.apache.org/licenses/LICENSE-2.0.txt,6490a9264c3e4764bd5c4a2669faaad7,c7e539ab701705d82276a599cb1ba222e1433bd8,pkg:maven/org.hibernate/hibernate-validator@5.2.5.Final,"cpe:2.3:a:hibernate:hibernate-validator:5.2.5:*:*:*:*:*:*:*, cpe:2.3:a:redhat:hibernate_validator:5.2.5:*:*:*:*:*:*:*",CVE-2020-10693,CWE-20 Improper Input Validation,"A flaw was found in Hibernate Validator version 6.1.2.Final. A bug in the message interpolation processor enables invalid EL expressions to be evaluated as if they were valid. This flaw allows attackers to bypass input sanitation (escaping, stripping) controls that developers may have put in place when handling user-controlled data in error messages.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,HIGH,35
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",hosted-git-info:4.0.2,/root/temp2/druid/web-console/package-lock.json?hosted-git-info,"","","","",pkg:npm/hosted-git-info@4.0.2,"",1677,"",`hosted-git-info` before versions 2.8.9 and 3.0.8 are vulnerable to Regular Expression Denial of Service (ReDoS) via regular expression shortcutMatch in the fromUrl function in index.js. The affected regular expression exhibits polynomial worst-case time complexity,NPM,"","","","","","",HIGHEST,3
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",htrace-core4-4.0.1-incubating.jar (shaded: com.fasterxml.jackson.core:jackson-core:2.4.0),/root/.m2/repository/org/apache/htrace/htrace-core4/4.0.1-incubating/htrace-core4-4.0.1-incubating.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-core/pom.xml,"Core Jackson abstractions, basic JSON streaming API implementation","",b5ed6cb7f987a4da86141638b1538d81,ed8235ea6d84480833675e709b415bde24ce25f7,pkg:maven/com.fasterxml.jackson.core/jackson-core@2.4.0,cpe:2.3:a:fasterxml:jackson-modules-java8:2.4.0:*:*:*:*:*:*:*,CVE-2018-1000873,CWE-20 Improper Input Validation,"Fasterxml Jackson version Before 2.9.8 contains a CWE-20: Improper Input Validation vulnerability in Jackson-Modules-Java8 that can result in Causes a denial-of-service (DoS). This attack appear to be exploitable via The victim deserializes malicious input, specifically very large values in the nanoseconds field of a time value. This vulnerability appears to have been fixed in 2.9.8.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:N/A:P,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,HIGH,16
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",htrace-core4-4.0.1-incubating.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.4.0),/root/.m2/repository/org/apache/htrace/htrace-core4/4.0.1-incubating/htrace-core4-4.0.1-incubating.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",d3f7afe903419aa0c03f9cf8682e1a69,3c0d06b6c0a9f4135fcf5c5557c751c0cd066c0c,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.4.0,"cpe:2.3:a:fasterxml:jackson-databind:2.4.0:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.4.0:*:*:*:*:*:*:*",CVE-2017-15095,"","A deserialization flaw was discovered in the jackson-databind in versions before 2.8.10 and 2.9.1, which could allow an unauthenticated user to perform code execution by sending the maliciously crafted input to the readValue method of the ObjectMapper. This issue extends the previous flaw CVE-2017-7525 by blacklisting more classes that could be used maliciously.",OSSINDEX,"","","",CRITICAL,9.8,CVSS:/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,16
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",htrace-core4-4.0.1-incubating.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.4.0),/root/.m2/repository/org/apache/htrace/htrace-core4/4.0.1-incubating/htrace-core4-4.0.1-incubating.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",d3f7afe903419aa0c03f9cf8682e1a69,3c0d06b6c0a9f4135fcf5c5557c751c0cd066c0c,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.4.0,"cpe:2.3:a:fasterxml:jackson-databind:2.4.0:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.4.0:*:*:*:*:*:*:*",CVE-2017-17485,"","FasterXML jackson-databind through 2.8.10 and 2.9.x through 2.9.3 allows unauthenticated remote code execution because of an incomplete fix for the CVE-2017-7525 deserialization flaw. This is exploitable by sending maliciously crafted JSON input to the readValue method of the ObjectMapper, bypassing a blacklist that is ineffective if the Spring libraries are available in the classpath.",OSSINDEX,"","","",CRITICAL,9.8,CVSS:/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,16
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",htrace-core4-4.0.1-incubating.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.4.0),/root/.m2/repository/org/apache/htrace/htrace-core4/4.0.1-incubating/htrace-core4-4.0.1-incubating.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",d3f7afe903419aa0c03f9cf8682e1a69,3c0d06b6c0a9f4135fcf5c5557c751c0cd066c0c,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.4.0,"cpe:2.3:a:fasterxml:jackson-databind:2.4.0:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.4.0:*:*:*:*:*:*:*",CVE-2017-7525,"","A deserialization flaw was discovered in the jackson-databind, versions before 2.6.7.1, 2.7.9.1 and 2.8.9, which could allow an unauthenticated user to perform code execution by sending the maliciously crafted input to the readValue method of the ObjectMapper.",OSSINDEX,"","","",CRITICAL,9.8,CVSS:/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,16
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",htrace-core4-4.0.1-incubating.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.4.0),/root/.m2/repository/org/apache/htrace/htrace-core4/4.0.1-incubating/htrace-core4-4.0.1-incubating.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",d3f7afe903419aa0c03f9cf8682e1a69,3c0d06b6c0a9f4135fcf5c5557c751c0cd066c0c,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.4.0,"cpe:2.3:a:fasterxml:jackson-databind:2.4.0:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.4.0:*:*:*:*:*:*:*",CVE-2018-1000873,CWE-20 Improper Input Validation,"Fasterxml Jackson version Before 2.9.8 contains a CWE-20: Improper Input Validation vulnerability in Jackson-Modules-Java8 that can result in Causes a denial-of-service (DoS). This attack appear to be exploitable via The victim deserializes malicious input, specifically very large values in the nanoseconds field of a time value. This vulnerability appears to have been fixed in 2.9.8.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:N/A:P,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,HIGH,16
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",htrace-core4-4.0.1-incubating.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.4.0),/root/.m2/repository/org/apache/htrace/htrace-core4/4.0.1-incubating/htrace-core4-4.0.1-incubating.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",d3f7afe903419aa0c03f9cf8682e1a69,3c0d06b6c0a9f4135fcf5c5557c751c0cd066c0c,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.4.0,"cpe:2.3:a:fasterxml:jackson-databind:2.4.0:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.4.0:*:*:*:*:*:*:*",CVE-2018-11307,"","An issue was discovered in FasterXML jackson-databind 2.0.0 through 2.9.5. Use of Jackson default typing along with a gadget class from iBatis allows exfiltration of content. Fixed in 2.7.9.4, 2.8.11.2, and 2.9.6.",OSSINDEX,"","","",CRITICAL,9.8,CVSS:/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,16
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",htrace-core4-4.0.1-incubating.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.4.0),/root/.m2/repository/org/apache/htrace/htrace-core4/4.0.1-incubating/htrace-core4-4.0.1-incubating.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",d3f7afe903419aa0c03f9cf8682e1a69,3c0d06b6c0a9f4135fcf5c5557c751c0cd066c0c,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.4.0,"cpe:2.3:a:fasterxml:jackson-databind:2.4.0:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.4.0:*:*:*:*:*:*:*",CVE-2018-14718,"",FasterXML jackson-databind 2.x before 2.9.7 might allow remote attackers to execute arbitrary code by leveraging failure to block the slf4j-ext class from polymorphic deserialization.,OSSINDEX,"","","",CRITICAL,9.8,CVSS:/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,16
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",htrace-core4-4.0.1-incubating.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.4.0),/root/.m2/repository/org/apache/htrace/htrace-core4/4.0.1-incubating/htrace-core4-4.0.1-incubating.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",d3f7afe903419aa0c03f9cf8682e1a69,3c0d06b6c0a9f4135fcf5c5557c751c0cd066c0c,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.4.0,"cpe:2.3:a:fasterxml:jackson-databind:2.4.0:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.4.0:*:*:*:*:*:*:*",CVE-2018-5968,"",FasterXML jackson-databind through 2.8.11 and 2.9.x through 2.9.3 allows unauthenticated remote code execution because of an incomplete fix for the CVE-2017-7525 and CVE-2017-17485 deserialization flaws. This is exploitable via two different gadgets that bypass a blacklist.,OSSINDEX,"","","",HIGH,8.1,CVSS:/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,16
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",htrace-core4-4.0.1-incubating.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.4.0),/root/.m2/repository/org/apache/htrace/htrace-core4/4.0.1-incubating/htrace-core4-4.0.1-incubating.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",d3f7afe903419aa0c03f9cf8682e1a69,3c0d06b6c0a9f4135fcf5c5557c751c0cd066c0c,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.4.0,"cpe:2.3:a:fasterxml:jackson-databind:2.4.0:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.4.0:*:*:*:*:*:*:*",CVE-2018-7489,"CWE-502 Deserialization of Untrusted Data, CWE-184 Incomplete Blacklist","FasterXML jackson-databind before 2.7.9.3, 2.8.x before 2.8.11.1 and 2.9.x before 2.9.5 allows unauthenticated remote code execution because of an incomplete fix for the CVE-2017-7525 deserialization flaw. This is exploitable by sending maliciously crafted JSON input to the readValue method of the ObjectMapper, bypassing a blacklist that is ineffective if the c3p0 libraries are available in the classpath.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,16
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",htrace-core4-4.0.1-incubating.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.4.0),/root/.m2/repository/org/apache/htrace/htrace-core4/4.0.1-incubating/htrace-core4-4.0.1-incubating.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",d3f7afe903419aa0c03f9cf8682e1a69,3c0d06b6c0a9f4135fcf5c5557c751c0cd066c0c,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.4.0,"cpe:2.3:a:fasterxml:jackson-databind:2.4.0:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.4.0:*:*:*:*:*:*:*",CVE-2019-14540,"",A Polymorphic Typing issue was discovered in FasterXML jackson-databind before 2.9.10. It is related to com.zaxxer.hikari.HikariConfig.,OSSINDEX,"","","",CRITICAL,9.8,CVSS:/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,16
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",htrace-core4-4.0.1-incubating.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.4.0),/root/.m2/repository/org/apache/htrace/htrace-core4/4.0.1-incubating/htrace-core4-4.0.1-incubating.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",d3f7afe903419aa0c03f9cf8682e1a69,3c0d06b6c0a9f4135fcf5c5557c751c0cd066c0c,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.4.0,"cpe:2.3:a:fasterxml:jackson-databind:2.4.0:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.4.0:*:*:*:*:*:*:*",CVE-2019-14893,"","A flaw was discovered in FasterXML jackson-databind in all versions before 2.9.10 and 2.10.0, where it would permit polymorphic deserialization of malicious objects using the xalan JNDI gadget when used in conjunction with polymorphic type handling methods such as `enableDefaultTyping()` or when @JsonTypeInfo is using `Id.CLASS` or `Id.MINIMAL_CLASS` or in any other way which ObjectMapper.readValue might instantiate objects from unsafe sources. An attacker could use this flaw to execute arbitrary code.",OSSINDEX,"","","",CRITICAL,9.8,CVSS:/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,16
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",htrace-core4-4.0.1-incubating.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.4.0),/root/.m2/repository/org/apache/htrace/htrace-core4/4.0.1-incubating/htrace-core4-4.0.1-incubating.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",d3f7afe903419aa0c03f9cf8682e1a69,3c0d06b6c0a9f4135fcf5c5557c751c0cd066c0c,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.4.0,"cpe:2.3:a:fasterxml:jackson-databind:2.4.0:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.4.0:*:*:*:*:*:*:*",CVE-2019-16335,"",A Polymorphic Typing issue was discovered in FasterXML jackson-databind before 2.9.10. It is related to com.zaxxer.hikari.HikariDataSource. This is a different vulnerability than CVE-2019-14540.,OSSINDEX,"","","",CRITICAL,9.8,CVSS:/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,16
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",htrace-core4-4.0.1-incubating.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.4.0),/root/.m2/repository/org/apache/htrace/htrace-core4/4.0.1-incubating/htrace-core4-4.0.1-incubating.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",d3f7afe903419aa0c03f9cf8682e1a69,3c0d06b6c0a9f4135fcf5c5557c751c0cd066c0c,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.4.0,"cpe:2.3:a:fasterxml:jackson-databind:2.4.0:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.4.0:*:*:*:*:*:*:*",CVE-2019-16942,"","A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.0.0 through 2.9.10. When Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint and the service has the commons-dbcp (1.4) jar in the classpath, and an attacker can find an RMI service endpoint to access, it is possible to make the service execute a malicious payload. This issue exists because of org.apache.commons.dbcp.datasources.SharedPoolDataSource and org.apache.commons.dbcp.datasources.PerUserPoolDataSource mishandling.",OSSINDEX,"","","",CRITICAL,9.8,CVSS:/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,16
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",htrace-core4-4.0.1-incubating.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.4.0),/root/.m2/repository/org/apache/htrace/htrace-core4/4.0.1-incubating/htrace-core4-4.0.1-incubating.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",d3f7afe903419aa0c03f9cf8682e1a69,3c0d06b6c0a9f4135fcf5c5557c751c0cd066c0c,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.4.0,"cpe:2.3:a:fasterxml:jackson-databind:2.4.0:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.4.0:*:*:*:*:*:*:*",CVE-2019-16943,"","A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.0.0 through 2.9.10. When Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint and the service has the p6spy (3.8.6) jar in the classpath, and an attacker can find an RMI service endpoint to access, it is possible to make the service execute a malicious payload. This issue exists because of com.p6spy.engine.spy.P6DataSource mishandling.",OSSINDEX,"","","",CRITICAL,9.8,CVSS:/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,16
Druid,"Thu, 8 Jul 2021 23:41:47 -0700",htrace-core4-4.0.1-incubating.jar (shaded: com.fasterxml.jackson.core:jackson-databind:2.4.0),/root/.m2/repository/org/apache/htrace/htrace-core4/4.0.1-incubating/htrace-core4-4.0.1-incubating.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind/pom.xml,General data-binding functionality for Jackson: works on core streaming API,"",d3f7afe903419aa0c03f9cf8682e1a69,3c0d06b6c0a9f4135fcf5c5557c751c0cd066c0c,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.4.0,"cpe:2.3:a:fasterxml:jackson-databind:2.4.0:*:*:*:*:*:*:*, cpe:2.3:a:fasterxml:jackson-modules-java8:2.4.0:*:*:*:*:*:*:*",CVE-2019-17267,"",A Polymorphic Typing issue was discovered in FasterXML jackson-databind before 2.9.10. It is related to net.sf.ehcache.hibernate.EhcacheJtaTransactionManagerLookup.,OSSINDEX,"","","",CRITICAL,9.8,CVSS:/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,16
